name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Snoqualmie Pass, WA, United States",2024-06-11T17:50:00,13.2,13.2,3.1,50.3,0,0,,0,0,22,9.7,15,1018,88,2,229,0.8,2,,Partially cloudy,partly-cloudy-day,"F6102,KSMP,TALPE,TFRAN"
