name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Snoqualmie Pass, WA, United States",2024-05-25T09:20:00,4.4,2.7,3.4,93.1,0.011,100,rain,0,0,11.6,6.9,110,1010,100,2,56,0.2,1,,"Rain, Overcast",rain,"F6102,KSMP,TALPE,TFRAN"
