name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
snoqualmie pass,2024-01-13T17:00:00,-3.8,-8.6,-5.9,-14.6,-21.7,-18.7,-13.7,68,0.17,0,0,,0,30.9,29.8,8.9,54,1019.6,21.9,5.4,2.7,0,0,10,2024-01-13T07:49:57,2024-01-13T16:39:02,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KSEA,MPSW1,KSMP,KBFI,72793494248,FTAW1,KRNT,72781524237"
